session,blockNum,trialNum,target,condition,text
sessid002,Repeated_run-03,124,tangram_Q.png,repeated,"Bathroom, toilet, with the... yeah."
sessid002,Repeated_run-03,125,tangram_M.png,repeated,Scorpion.
sessid002,Repeated_run-04,126,tangram_AF.png,repeated,"Horsie, riding a horsie, person riding a horsie."
sessid002,Repeated_run-04,127,tangram_AC.png,repeated,Spaceship.
sessid002,Repeated_run-04,128,tangram_AI.png,repeated,Handstand person. Two triangles on the top.
sessid002,Repeated_run-04,129,tangram_M.png,repeated,Scorpion.
sessid002,Repeated_run-04,130,tangram_Q.png,repeated,Toilet.
sessid002,Repeated_run-04,131,tangram_AD.png,repeated,"Upside-down trapezoid, two parallelograms."
sessid002,Repeated_run-04,132,tangram_I.png,repeated,Ice skater.
sessid002,Repeated_run-04,133,tangram_B.png,repeated,Weird-shaped dettached triangle on the right. Square head. Arms out.
sessid002,Repeated_run-04,134,tangram_AB.png,repeated,Dancer. Can opener bottom.
sessid002,Repeated_run-04,135,tangram_R.png,repeated,Scuba diver.
sessid002,Repeated_run-04,136,tangram_H.png,repeated,Oval blob person. Triangle bottom right.
sessid002,Repeated_run-04,137,tangram_J.png,repeated,Thick person. Two triangles pointing to the right.
sessid002,Repeated_run-04,138,tangram_AH.png,repeated,House rectangle on the right.
sessid002,Repeated_run-04,139,tangram_W.png,repeated,Music note.
sessid002,Repeated_run-04,140,tangram_X.png,repeated,Person doing splits.
sessid002,Repeated_run-04,141,tangram_Z.png,repeated,Weird line of shapes.
sessid002,Repeated_run-04,142,tangram_G.png,repeated,Horse neighing.
sessid002,Repeated_run-04,143,tangram_D.png,repeated,Priest. Arms out to the left.
sessid002,Repeated_run-05,144,tangram_M.png,repeated,Scorpion.
sessid002,Repeated_run-05,145,tangram_AB.png,repeated,Dancer with the can opener.
sessid002,Repeated_run-05,146,tangram_G.png,repeated,Horse neighing.
sessid002,Repeated_run-05,147,tangram_H.png,repeated,Blob with triangle to the right.
sessid002,Repeated_run-05,148,tangram_D.png,repeated,Priest.
sessid002,Repeated_run-05,149,tangram_AF.png,repeated,Riding a horse.
sessid002,Repeated_run-05,150,tangram_I.png,repeated,Ice skating.
sessid002,Repeated_run-05,151,tangram_Q.png,repeated,Toilet.
sessid002,Repeated_run-05,152,tangram_B.png,repeated,Detached right arm and attached left arm.
sessid002,Repeated_run-05,153,tangram_W.png,repeated,Music note.
sessid002,Repeated_run-05,154,tangram_AI.png,repeated,Handstand.
sessid002,Repeated_run-05,155,tangram_J.png,repeated,Chunky man.
sessid002,Repeated_run-05,156,tangram_X.png,repeated,Splits.
sessid002,Repeated_run-05,157,tangram_AD.png,repeated,Upside down trapezoid parallelograms.
sessid002,Repeated_run-05,158,tangram_Z.png,repeated,Weird shapes in a line.
sessid002,Repeated_run-05,159,tangram_AC.png,repeated,Spaceship.
sessid002,Repeated_run-05,160,tangram_AH.png,repeated,House.
sessid002,Repeated_run-05,161,tangram_R.png,repeated,Scuba diver.
sessid002,Repeated_run-06,162,tangram_AB.png,repeated,Can opener dancer.
sessid002,Repeated_run-06,163,tangram_B.png,repeated,Detached right arm.
sessid002,Repeated_run-06,164,tangram_H.png,repeated,"Oval blob, one right triangle, bottom right."
sessid002,Repeated_run-06,165,tangram_M.png,repeated,Scorpion.
sessid002,Repeated_run-06,166,tangram_J.png,repeated,"Chunky guy. Thick guy, arms to the right."
sessid002,Repeated_run-06,167,tangram_AI.png,repeated,Handstand guy.
sessid002,Repeated_run-06,168,tangram_Q.png,repeated,Toilet.
sessid002,Repeated_run-06,169,tangram_X.png,repeated,"Splits, upside down Y."
sessid002,Repeated_run-06,170,tangram_D.png,repeated,"Priest, arms going to the left."
sessid002,Repeated_run-06,171,tangram_AD.png,repeated,Upside down trapezoid.
sessid002,Repeated_run-06,172,tangram_Z.png,repeated,Weird shapes in a line.
sessid002,Repeated_run-06,173,tangram_R.png,repeated,Scuba diving.
sessid002,Repeated_run-06,174,tangram_W.png,repeated,Music note.
sessid002,Repeated_run-06,175,tangram_I.png,repeated,Ice skater.
sessid002,Repeated_run-06,176,tangram_AF.png,repeated,Riding horse.
sessid002,Repeated_run-06,177,tangram_AC.png,repeated,Spaceship.
sessid002,Repeated_run-06,178,tangram_G.png,repeated,Horse neighing.
sessid002,Repeated_run-06,179,tangram_AH.png,repeated,House.
sessid002,PostTest,180,tangram_N.png,control,"Okay, this one is a a parallelogram on the very top. And then it's like a small skinny thing going down. And then in the very right and then going to the right is like a square."
sessid002,PostTest,181,tangram_V.png,control,"Uh, this is like an animal with the front triangle bigger than the back triangle. Like, front foot is bigger than the back foot."
sessid002,PostTest,182,tangram_AD.png,repeated,"Okay, this is an upside-down trapezoid."
sessid002,PostTest,183,tangram_O.png,control,"Okay, this is two diamonds with a square on the top. like an upside-down tree."
sessid002,PostTest,184,tangram_AC.png,repeated,Spaceship.
sessid002,PostTest,185,tangram_Y.png,control,"ok, other animal. parallelogram for one of the front foot."
sessid002,PostTest,186,tangram_AG.png,control,House with a triangle to the left.
sessid002,PostTest,187,tangram_J.png,repeated,"Chunky man. Chunky man with the two legs. Two feet, two triangles."
sessid002,PostTest,188,tangram_C.png,control,"Someone with two hands, two arms in the air. Parallelogram for the body."
sessid002,PostTest,189,tangram_AE.png,control,"Um, person riding a horse. Looks more like a dog. It's a little child riding a dog."
sessid002,PostTest,190,tangram_AI.png,repeated,Handstand.
sessid002,PostTest,191,tangram_AB.png,repeated,"Uh, dancer with a can opener."
sessid002,PostTest,192,tangram_Z.png,repeated,Weird shapes going in the line from the top left to the bottom right.
sessid002,PostTest,193,tangram_W.png,repeated,Music note.
sessid002,PostTest,194,tangram_S.png,control,"Oh, totem pole. Weird totem pole with the yeah..."
sessid002,PostTest,195,tangram_F.png,control,"A person, like, sitting down in, like, a crouched position."
sessid002,PostTest,196,tangram_X.png,repeated,"Okay, splits."
sessid002,PostTest,197,tangram_D.png,repeated,Priest.
sessid002,PostTest,198,tangram_M.png,repeated,Scorpion.
sessid002,PostTest,199,tangram_H.png,repeated,"Um, blob with the triangle to, going to the right."
sessid002,PostTest,200,tangram_AA.png,control,"Okay, this is, like, a rectangle going from the top left to the bottom right. And then there's a triangle coming..."
sessid002,PostTest,201,tangram_T.png,control,"Okay, this one's a flamingo. Or a swan."
sessid002,PostTest,202,tangram_A.png,control,"Okay, a person, like, zombie kind of guy. One foot on the floor, one foot going to the left."
sessid002,PostTest,203,tangram_K.png,control,"Okay, kneeling to the right with, like, a triangle outstretched. And then a triangle, like, two triangles to the right. Um, and, like, they're, like, kneeling, but then there's, like, a blob in the very bottom. It's, like, a triangle with a right angle on the bottom left."
sessid002,PostTest,204,tangram_Q.png,repeated,Toilet.
sessid002,PostTest,205,tangram_G.png,repeated,Horse neighing.
sessid002,PostTest,206,tangram_E.png,control,"Uh, bunny. Bunny ears. Triangle body."
sessid002,PostTest,207,tangram_I.png,repeated,"Uh, ice skating."
sessid002,PostTest,208,tangram_R.png,repeated,Scuba diver.
sessid002,PostTest,209,tangram_AJ.png,control,"Okay, this one is weird. Um, triangle with the right angle to the right. And then another triangle on top of that with a rectangle on top of that. And then another triangle on top of that with a right angle on the left. And then a tiny little triangle on the..."
sessid002,PostTest,210,tangram_B.png,repeated,"Um, right arm detached, left arm attached."
sessid002,PostTest,211,tangram_L.png,control,"Um, the whole, like, the triangle, like, giving hands out to the right. But then this time the parallelogram on the bottom instead of a triangle."
sessid002,PostTest,212,tangram_P.png,control,"Okay, and this is, like, a floating person going to the sky with a triangle, upside down triangle, like, on his butt. And then a head, a square head. And then a rectangular body going from the bottom left corner to the upper right corner. Um, triangle..."
sessid002,PostTest,213,tangram_AF.png,repeated,Riding horse.
sessid002,PostTest,214,tangram_AH.png,repeated,"House, rectangle on the right."
sessid002,PostTest,215,tangram_U.png,control,"Okay, this is, like, an upside down triangle on the bottom right corner. And then on top of that is, like, another triangle. And then..."
