start	end	text	trial
926120	932120	With their hands out, begging maybe.	27
932120	934120	Oh, there's two of these.	27
934120	937120	Is it the one with the double diamond?	27
937120	941120	Or the one with the thicker block in the middle?	27
941120	943120	Oh, I don't know.	27
943120	945120	It's the one...	27
945120	947120	It's got like...	27
947120	949120	Oh, you got it.	27
949120	951120	I think we already did the other one.	27
951120	953120	Yeah, alright, you got it.	27
959120	963120	Alright, this looks like a really sad rabbit.	28
970120	972120	It's got like big rabbit ears.	28
972120	975120	Oh, there's a few though.	28
975120	979120	It's like a 90 degree triangle.	28
979120	985120	Like perfectly like a right triangle as his body.	28
985120	988120	And he's like looking right.	28
988120	990120	Oh, oh.	28
990120	992120	Yeah, you got it.	28
992120	994120	Alright, this is the music note.	29
994120	996120	Oh, I see it.	29
1017120	1019120	Okay.	29
1022120	1028120	I would say this is the most simple human figure out of all of them.	30
1028120	1030120	He's got like...	30
1030120	1032120	Is he holding a bowl?	30
1032120	1037120	You know, it doesn't really look like he has arms.	30
1037120	1041120	Oh, he's just kind of sitting like praying.	30
1041120	1043120	I would say so, yeah.	30
1043120	1045120	Yeah, you got it.	30
1053120	1058120	Okay, this one looks like an animal.	31
1058120	1061120	Like a dog.	31
1061120	1064120	But like he's looking left.	31
1064120	1068120	But his arms in the front are like straight.	31
1068120	1070120	Straight out.	31
1072120	1076120	He's got like a rhombus head.	31
1076120	1080120	And like a twisted L for his body.	31
1083120	1088120	Like an L, but like it's like flat on the long edge.	31
1092120	1095120	I'm going to just guess one, but I actually...	31
1095120	1097120	Hey, you got it.	31
1097120	1100120	Okay, this is the guy.	32
1100120	1103120	He's holding a bowl.	32
1103120	1105120	A bowl, yeah.	32
1105120	1107120	Yeah, you got it.	32
1117120	1119120	Alright.	32
1119120	1121120	Okay.	32
1121120	1131120	Alright, this looks like maybe a guy in a boat.	33
1131120	1141120	Or like, okay, if you were to take any one of these and make it into like a fountain in your garden, it would look the prettiest.	33
1141120	1143120	There we go.	33
1157120	1161120	This one has a...	34
1161120	1163120	Look for a triangle.	34
1163120	1167120	But the triangle is balancing just on the...	34
1167120	1169120	It's upside down and it's on the tip.	34
1169120	1172120	It kind of looks like the tail almost.	34
1172120	1178120	But like it looks like something's like leaping.	34
1179120	1182120	It's got like a diamond head.	34
1182120	1184120	Oh, this is a tough one.	34
1184120	1190120	Does it have like a diamond head and a balancing triangle and it's like kind of like flying?	34
1190120	1192120	Yeah, yeah.	34
1192120	1193120	Yeah, you got it.	34
1193120	1195120	You're pretty good at this.	34
1195120	1196120	So are you.	34
1196120	1198120	Thank you.	34
1201120	1203120	Okay, this one...	35
1203120	1207120	Alright, he looks like he's like a star soccer player.	35
1208120	1211120	Is he running to the left?	35
1211120	1212120	I don't know.	35
1212120	1217120	It doesn't look like he's running, but it looks like he's balancing a square on his back foot.	35
1217120	1219120	Oh, does he have two heads?	35
1219120	1221120	Yeah.	35
1231120	1235120	And this one...	36
1235120	1238120	He has one leg, like one foot.	36
1238120	1240120	And he's just like standing on it.	36
1240120	1243120	He looks like a Christmas tree, kind of.	36
1246120	1248120	But...	36
1248120	1250120	Is he sticking out his back foot?	36
1250120	1252120	Yeah, yeah.	36
1255120	1256120	Yeah, you got it.	36
1256120	1258120	Yay.	36
