start	end	text
1843000	1858000	A diamond at the top and then a triangle right below that leading into a rectangle or a body.
1858000	1870000	And then you have a little swish at the bottom right corner pointing to the right side.
1870000	1872000	Okay, what's the highest shape?
1872000	1874000	A diamond.
1874000	1883000	Diamond?
1883000	1885000	What was that?
1885000	1886000	What's up?
1886000	1889000	What's the highest shape?
1889000	1891000	A diamond.
1891000	1895000	Okay, okay, okay, one sec, diamond.
1895000	1897000	Okay, and it looks like a body?
1897000	1899000	Yep.
1899000	1906000	Okay, on two legs or one leg?
1906000	1915000	It kind of looks like a baby, it doesn't have any legs.
1915000	1924000	Like maybe we're wrapped up in a blanket with its head sticking out of the top and a portion of the blanket hanging off the right.
1924000	1928000	Hands sticking up?
1928000	1930000	Is there anything on the right side?
1930000	1935000	That's a triangle at the bottom of the grid.
1935000	1937000	A triangle in the bottom right?
1937000	1956000	Yep.
1956000	1960000	Is it like just the point facing the right?
1960000	1962000	Right flat.
1962000	1965000	Pointing up?
1965000	1967000	No.
1967000	1974000	So, okay, the point of the triangle, is it facing the right side?
1974000	1980000	Yeah.
1980000	2007000	Okay.
2007000	2016000	At the top of the grid, there is a very small triangle pointing left, connected to a larger triangle pointing bottom left.
2016000	2023000	In the mid portion, there's a diamond on the left side.
2023000	2030000	It looks like a big bunny is trying to read a book.
2030000	2031000	It looks like a bunny?
2031000	2032000	Yeah.
2032000	2038000	With a really big right triangle sort of in the bottom left?
2038000	2043000	No, it's not that bunny.
2043000	2055000	It looks like an anamorphic bunny standing up trying to read a book that it's holding to its left side.
2055000	2058000	Okay, a really small triangle on the top?
2058000	2075000	Yep.
2075000	2098000	Okay, this one looks like somebody is dancing with their head wailing back to the right, their feet pointing to the left, one leg lifted up in the air.
2098000	2106000	On what side are the feet facing the left?
2106000	2108000	Yeah.
2108000	2133000	Okay.
2133000	2140000	This one looks kind of like a submarine with a diamond on the top of it.
2140000	2149000	The highest point, yep.
2149000	2153000	Oh my god.
2153000	2180000	This one looks like somebody is standing at an altar, diamonds at the top forming a head into a rectangular body with a triangle at the midsection pointing left and a triangular base.
2180000	2189000	Okay, so the base, there's like, it's like a triangular base, it's not like flat on either side, okay.
2189000	2192000	Yep.
2192000	2208000	And then a small triangle on the right side about midway up.
2208000	2220000	This one looks kind of like a cactus or a totem pole or like a siren.
2220000	2240000	And it has two triangles facing inward so that they're large and facing outward on either side.
2240000	2250000	This one looks like another bar with a silo but the silo has a big triangular roof on it.
2250000	2267000	Or a weird like chimney that has a triangle on the left side.
2267000	2269000	Can you say that again?
2269000	2298000	A house or a bar with a tower on the left side and a triangle pointing up at the top of the tower.
2298000	2308000	The diamond bottom lapse kind of looks like a, I don't know, like a gun that's drawn looking.
2308000	2331000	There's a trapezoid at the top with the short sides pointing down, the handle on the left sides.
2331000	2333000	Okay, you said diamond bottom lapse?
2333000	2336000	Yep.
2336000	2339000	What's the highest shape?
2339000	2348000	A trapezoid with the larger base pointing up, facing up.
2348000	2356000	It looks like it's pointing to the right.
2356000	2359000	How big is the diamond?
2359000	2363000	It's small.
2363000	2376000	I feel like the only one I've seen of that has a small triangle at the top.
2376000	2383000	Go for it.
2383000	2388000	Oh, wait, okay.
2389000	2403000	Is it like the bottom side and the right side don't really have anything touching them that much?
2403000	2406000	It looks like an upside down L.
2406000	2425000	Okay, yeah.
2425000	2445000	Somebody slumps down with their back in the right corner, a foot pointing left of the left corner, and a diamond head.
2445000	2447000	You said diamond at the top?
2447000	2456000	Yep.
2456000	2458000	And they're facing the left corner?
2458000	2459000	Yep.
2459000	2461000	Are they sitting down?
2461000	2477000	Yep.
2477000	2482000	With somebody standing up reading a book, the book is pointing to the left.
2482000	2492000	It guides a triangle to make the foot pointing to the left, and a diamond forming the head.
2492000	2494000	So they're reading a book?
2494000	2514000	Yep.
2514000	2521000	At the bottom, is it like on the right it's like smooth, but on the left it's like a point?
2521000	2538000	Yep.
2538000	2558000	This one looks like a figure skater with their back leg pointing to the right side, both arms pointing to the left side, diamond head in the left corner.
2558000	2581000	Somebody kneeling down to pray, we've got a diamond at the top, and at the bottom we have a smooth side of the rectangle on the left side with a triangle pointing to the right.
2581000	2586000	Did they have like a rectangular neck?
2586000	2588000	Um, diamond head.
2588000	2593000	Like diamond head, but is there a neck, or is it just like a point?
2593000	2595000	Um, it's just a point.
2595000	2601000	Okay.
2601000	2603000	You said they're praying?
2603000	2612000	It kind of looks like the reading of a book one, but in reverse, and with a pivot in the left side.
2612000	2619000	I did not get any of that.
2619000	2621000	What's the highest shape?
2621000	2630000	Diamond.
2630000	2634000	And what's the lowest shape?
2634000	2658000	Um, a couple of triangles, a big one pointing left, and a small one pointing right, or a big one pointing bottom left corner, making a smooth edge, or parallel edges on the left side and the bottom side, and then a small triangle pointing to the right.
2658000	2687000	The head is attached to another diamond, so it kind of looks like an infinity sign leading into the body.
2687000	2690000	I can't, can you say that again?
2690000	2699000	The head is attached to another diamond, so it kind of looks like an infinity sign leading into the body.
2699000	2701000	A what sign?
2701000	2703000	Infinity.
2703000	2709000	Oh, infinity, okay.
2709000	2712000	Or an eight, by the way.
2712000	2732000	Infinity pointing to the left.
2732000	2743000	Oriented like an eight.
2743000	2746000	Is there like body facing an obvious way?
2746000	2748000	To the right.
2748000	2760000	Okay, diamond, but no neck, body facing right, infinity sign on the left.
2760000	2764000	I don't think I'm really getting the infinity sign part.
2764000	2771000	Okay, lose the infinity sign.
2771000	2776000	What's going on in the middle of the left side?
2776000	2779000	A rhombus was taken out.
2779000	2783000	Damn it, okay, it's fine.
2783000	2798000	It's fine.
2798000	2800000	Looks like somebody's reading a book.
2800000	2804000	They're in a slight crouch, facing right.
2804000	2806000	Okay.
2806000	2808000	Oh, but they're facing the right?
2808000	2814000	Okay, highest shape.
2814000	2817000	Repeat that.
2817000	2819000	What's the highest shape?
2819000	2821000	Diamond.
2821000	2824000	Okay, is there a neck, or is it just a point?
2824000	2829000	There's kind of a neck.
2829000	2835000	Is there a right triangle in the bottom left?
2835000	2837000	Yeah.
2837000	2859000	Okay.
2859000	2865000	This one looks like an arrowhead pointing down, or a flask.
2865000	2871000	It's got two diamonds, and then a rectangular at the top, or a square at the top.
2871000	2873000	Where are the two diamonds?
2873000	2877000	Sitting on top of each other.
2877000	2899000	So it looks like an eight with a square at the top.
2899000	2904000	A person with a diamond head at the top, no neck.
2904000	2908000	The left side is very flat.
2908000	2917000	The bottom most shape is a triangle pointing down on the right side.
2917000	2921000	Looks like a leg is cleared out to the right.
2921000	2925000	A triangle pointing down at the right side?
2925000	2927000	Yep.
2927000	2933000	Does it look like they have a foot that's facing the wrong way?
2933000	2951000	Yeah.
2951000	2960000	This one looks like a bunny slumped out in a corner with his butt to the left.
2960000	2963000	Bunny looking down.
2963000	2967000	Is the bunny's head looking to the right bottom?
2967000	2980000	Yep.
2980000	2993000	This one looks like it wants to be a duck on the water.
2993000	3001000	There's a tiny triangle in the bottom left corner connected to a bigger triangle.
3002000	3010000	The tiny triangle in the bottom left has its right angle pointing to the top left corner,
3010000	3015000	while the big triangle has its right angle pointing to the top right corner,
3015000	3023000	and then at the top there's another triangle on the right side with its right angle pointing to the top right.
3023000	3027000	Is the triangle the tallest shape?
3027000	3029000	Or the highest shape?
3029000	3031000	The third one, yeah.
3031000	3034000	Barely?
3034000	3040000	Yes, it's the highest shape.
3040000	3044000	And you said there's a small triangle in the bottom left?
3044000	3053000	Yep.
3053000	3055000	Kind of like a swan?
3055000	3077000	Yep.
3077000	3089000	This person is standing with their legs spread apart, one foot pointing to the left, diamond head, no neck, really thin waist.
3089000	3092000	Do they have like a thin torso?
3092000	3108000	Yeah.
3108000	3116000	Diamond at the top connected by a point to a large triangle.
3116000	3121000	On the left we have a triangle pointing down about midway through,
3121000	3127000	and then on the bottom left we have a very small triangle pointing to the left.
3127000	3137000	The bottom has a triangle cut out of its...
3137000	3142000	You said at the bottom left there's a small triangle with the point facing to the left?
3142000	3146000	Yep.
3146000	3149000	Is it like in the bottom left corner or...?
3149000	3152000	Yep.
3152000	3165000	Okay.
3165000	3169000	What's going on on the right side of the spur?
3169000	3174000	Nothing.
3174000	3194000	Interesting.
3194000	3201000	Okay, and can you describe it from bottom up?
3201000	3210000	We have in the bottom left a small triangle pointing left to the bottom left,
3210000	3219000	and then a triangular cut out acting as a space between a small triangle and a very large triangle that forms the body.
3219000	3229000	A very large triangle points to the right side about halfway up the frame.
3229000	3235000	On the left middle portion there is another triangle pointing directly down,
3235000	3257000	and at the top there is a diamond.
3257000	3274000	It's very difficult to hear him.
3274000	3276000	Explosion.
