start	end	text
861160	866160	the left, and there's like a small triangle at the very bottom that's jutting out to the
866160	884160	right, and then the rest of the bottom of the shape looks like a long train on a dress.
884160	891160	Okay, this one kind of looks like a shrimp, I guess, almost, or maybe like a pistol, like
891160	906160	a gun. It's got like kind of a parallelogram like shape at the very top, and then... This
906160	911160	one looks like someone trying to take flight, or like an angel almost. It's got like two
911160	916160	kind of parallelogram wings coming off of a parallelogram body, and then it's got like
916160	921160	a little head, a square head at the top, and it looks like the person's like kneeling
921160	927160	to the left and is trying to take flight, or is flying through the air kind of shifted
927160	939160	left. The square top of the head is tilted to the left a little bit as well, and it kind
939160	961160	of... Oh, I don't know. Yeah. This one looks like a person sitting on a dog or like a horse
961160	967160	that's moving, so it's got a square, it's a tiny square head and a triangular body on
967160	984160	top of like a little... Yeah. This one looks like someone holding out like a square gift,
984160	1002160	so the very top of the shape has like a small triangle pointing to the left, and then...
1002160	1007160	Okay. This one looks like someone facing to the left and like holding their hands out,
1007160	1014160	but they've got like long, flowy sleeves on, so you can see their hands kind of out, and
1014160	1019160	then their sleeves are looking down. This person is like facing to the left, it's got
1019160	1028160	that head shape, that square rhombus shape pointing up, and then the body is kind of
1028160	1046160	like... Yeah. This one looks like a horse prancing around, it has a triangle head at
1046160	1065160	the very top. This one has, at the very top of the shape, has two little triangle pieces
1065160	1074160	jutting out and towards the left. It also has the square piece, but that is like down
1074160	1097160	towards the bottom. I don't really know what it looks like. Okay. This one has a very
1097160	1101160	geometric shape, it doesn't really look like a person or anything, or like an animal or
1101160	1109160	something. It has, at the very top, a trapezoid connected to a long rectangle, and then there's
1109160	1120160	also a large triangle jutting out to the left of it. It has, in the top right, it has a
1120160	1133160	square cut out with a little triangle piece also missing. Yeah. Okay, this shape kind
1133160	1141160	of looks like a lamp post with two speakers jutting out from it, or two sides jutting
1141160	1159160	out from it. This one looks like a brachiosaurus, but with no legs, so it's got a very square
1159160	1173160	rectangular base and a long tall neck. This one looks like someone ice skating, or like
1173160	1178160	a ballerina, like in arabesque, like they're putting their leg out behind them and they've
1178160	1192160	got their two arms kind of sticking out to the front. This one looks like a house with
1192160	1219160	like a really tall smokestack to the right of it, or like a tall chimney to the right
1219160	1245160	of it. Good. That's good. Yep. Okay.
1249160	1253160	Okay.
